Address,Company Name,County,Credit Score Alpha,Employee_Change,Estimated Labor Cost,Google_Reviews,Google_Scores,Grocery_within_Zip,NAICS,target,Sales_Change,Sales_per_employee,Square Footage,Supermarket_within_5_miles,county_personal_income,county_population,Year
4228 US Highway 9,Kapamilya Philippine Cuisine,Monmouth,C,0,76248.34021,20,4.7,30,72251117,1,0,57000,"1 - 1,499",7,79548.29091,621279.6364,2019
351 21st Ave,Kings 99 Cents Officekings 99,Passaic,B,0,159325.3294,21,4.5,180,45221003,1,0,226750,"2,500 - 4,999",20,51091.4,506323.1818,2019
14 Burnham Pkwy,Korner Store Inc,Morris,C,0,104194.4848,6,5,45,44512001,1,0,264500,"1,500 - 2,499",11,99047.49091,495913.1091,2019
520 E Landis Ave,LA Plaza,Cumberland,C,0,38237.41721,1,5,92,44511003,1,0,239000,"1 - 1,499",8,40115.8,151919.2,2019
1077 State Route 34 # 34,Livotis Old World Market,Monmouth,C+,0,114372.5103,267,4.5,46,44529911,1,0,122667,"5,000 - 9,999",12,79548.29091,621279.6364,2019
566 Bergen St,Los Tiburones Supermarket,Essex,B+,0,245318.7757,56,3.8,95,44511003,1,0,242714,"1,500 - 2,499",20,67268.47273,799220.5636,2019
621 Beverly Rancocas Rd # 1e,Maliks Mini Mart,Burlington,B,0,143238.1335,15,4.4,30,44512001,1,0,236333,"1,500 - 2,499",12,62081.52727,445855.6545,2019
80 Haledon Ave # 1,Margarita Grocery,Passaic,C,0,39831.33235,28,4.2,59,44511003,1,0,208000,"1,500 - 2,499",18,51091.4,506323.1818,2019
241 Masonville Rd,Masonville News & Food Store,Burlington,C,0,47746.04451,1,5,41,44512001,1,0,237000,"1,500 - 2,499",15,62081.52727,445855.6545,2019
8 E Fort Lee Rd,Megha Liquor & Grocery Inc,Bergen,C,0,54158.47157,6,4.5,6,44512001,1,0,253000,"1 - 1,499",27,85629.45455,942512.0545,2019
264 1st St,Miss T's Two,Bergen,C,0,54158.47157,3,3.7,79,44512001,1,0,253000,"1,500 - 2,499",23,85629.45455,942512.0545,2019
332 Smith St,Mo Bay Jamaican Restaurant,Middlesex,C+,0,81947.3414,58,3.9,98,72251117,1,0,60000,"1 - 1,499",12,61266.49091,835785.1818,2019
497 Broadway,Moca Liquor II,Passaic,B+,0,199156.6618,8,3.6,59,44511003,1,0,207600,"2,500 - 4,999",21,51091.4,506323.1818,2019
600 Mule Rd,News Plus,Ocean,C+,0,80573.46178,1,5,10,44512001,1,0,259000,"2,500 - 4,999",6,52010.14545,600689.8727,2019
404 S Warwick Rd,Old Nelson Food Co,Camden,B,0,245693.6969,45,4.2,14,44512001,1,0,221500,"1,500 - 2,499",21,54218.50909,505016.4182,2019
1400 Black Horse Pike,Pantry 1 Food Mart,Atlantic,B,0,186068.715,8,4.9,42,44512001,1,0,264600,"2,500 - 4,999",2,48563.56364,266207.8,2019
1721 Park Ave,Quick Food Stores,Middlesex,C+,0,40973.6707,1,1,49,44512001,0,0,229000,"1 - 1,499",24,61266.49091,835785.1818,2019
250 Glenwood Ave # 3,Quick Mart,Essex,C+,0,70091.07877,2,4.5,78,44512001,1,0,243000,"2,500 - 4,999",25,67268.47273,799220.5636,2019
404 S Broad St,Rumba Supermarket,Union,C+,0,147425.4471,23,4.4,67,72251117,1,0,59500,"1 - 1,499",28,68219,562057.7636,2019
269 Grove St,Salem Grocery Inc,Hudson,C+,0,97177.64201,16,4.4,73,44511003,1,0,230500,"1,500 - 2,499",48,65296.05455,685991.5091,2019
453 Central Ave # A,Salerno Saluneria Grocer,Hudson,C+,0,48588.82101,27,4.7,110,44511003,1,0,231000,"1 - 1,499",49,65296.05455,685991.5091,2019
79 Whitehead Ave # B,Santos Meat Market,Middlesex,C+,0,81947.3414,1,5,22,44511003,1,0,229000,"1,500 - 2,499",12,61266.49091,835785.1818,2019
222 W Merchant St,Speedy Mart,Camden,B,0,122846.8484,11,4.6,7,44512001,1,0,221667,"1,500 - 2,499",27,54218.50909,505016.4182,2019
1830 Easton Ave,Speedy Mart,Somerset,C+,0,99689.01995,11,1.8,81,44512001,1,0,229500,"2,500 - 4,999",10,104293.2182,333893.1455,2019
613 Ridge Rd # 103,Stop Buy Food Stores,Middlesex,C+,0,81947.3414,9,4,21,44512001,1,0,229000,"1,500 - 2,499",8,61266.49091,835785.1818,2019
1518 Oak Tree Rd # B,Subzi-Mandi,Middlesex,B+,0,573631.3898,1253,4.1,37,44511003,1,0,228929,"5,000 - 9,999",21,61266.49091,835785.1818,2019
190 W Passaic St,Super Shop Food,Bergen,C+,0,108316.9431,13,4.4,13,44511003,1,0,252500,"1 - 1,499",24,85629.45455,942512.0545,2019
181 Spring St,Tamer Grocery LLC,Union,C+,0,73712.72353,3,5,122,44511003,1,0,240500,"1,500 - 2,499",25,68219,562057.7636,2019
725 Cedar Ln,Teaneck Quick Shop,Bergen,C+,0,162475.4147,61,3.9,33,44512001,1,0,252667,"1 - 1,499",23,85629.45455,942512.0545,2019
15 Highwood Ave,Tenafly Gourmet Farms Inc,Bergen,B+,0,812377.0736,161,4.3,10,11199803,1,0,118200,"1,500 - 2,499",19,85629.45455,942512.0545,2019
305 Park Ave,Tony's Mini Market,Passaic,B,0,119493.9971,6,4.7,21,44512001,1,0,207667,"1 - 1,499",23,51091.4,506323.1818,2019
135 S Main St,Towne Market,Warren,B,0,133705.5326,48,4.1,46,44511003,1,0,234250,"1,500 - 2,499",5,55860.87273,105169.1091,2019
1 Schuyler Dr,Welsh Farms,Middlesex,C+,0,81947.3414,7,3.3,82,44512001,1,0,229000,"1 - 1,499",22,61266.49091,835785.1818,2019
92 Flock Rd,Welsh Farms Food Store,Mercer,C+,0,74981.04188,5,4.2,30,44512001,1,0,234500,"1,500 - 2,499",13,69383.27273,370297.8364,2019
715 River Rd,Welsh Farms Food Stores,Bergen,C+,0,108316.9431,3,3,10,44512001,1,0,252500,"1 - 1,499",20,85629.45455,942512.0545,2019
1214 Anderson Ave,Fairway Market,Bergen,C+,0,108316.9431,597,4.5,44,44511003,1,0,252500,"1,500 - 2,499",40,85629.45455,942512.0545,2019
1214 Anderson Ave,Fairway Market,Bergen,C+,0,108316.9431,597,4.5,44,44511003,1,0,252500,"1,500 - 2,499",40,85629.45455,942512.0545,2019
321 State Route 15 N,786 Food Store,Morris,C+,0,156291.7271,4,4.3,13,44511003,1,0,264333,"2,500 - 4,999",8,99047.49091,495913.1091,2019
1659 Route 88,88 West Deli & Grocery,Ocean,B+,0,282007.1162,13,3.3,30,44512001,1,0,258571,"5,000 - 9,999",9,52010.14545,600689.8727,2019
600 Main St # C,911 Quick Stop,Essex,C+,0,105136.6182,7,4,92,44511003,1,0,242667,"1,500 - 2,499",15,67268.47273,799220.5636,2019
1350 Galloping Hill Rd # A,A Seabra Foods,Union,C+,0,73712.72353,311,4.2,71,44511003,1,0,240500,"2,500 - 4,999",29,68219,562057.7636,2019
237 2nd St,Acoreana Grocery Store,Union,B,0,110569.0853,63,4.3,80,44511003,1,0,240333,"1,500 - 2,499",24,68219,562057.7636,2019
15 N Harrison St,Aldo Food Market,Essex,C+,0,105136.6182,844,4.5,72,44512001,1,0,242667,"1,500 - 2,499",18,67268.47273,799220.5636,2019
441 Mount Prospect Ave,Alexandra Food Ctr,Essex,B,0,175227.6969,36,4.2,158,44511003,1,0,242800,"2,500 - 4,999",17,67268.47273,799220.5636,2019
2600 Central Ave,Alexis Mini Market,Hudson,C+,0,97177.64201,35,4.4,210,44511003,1,0,230500,"1,500 - 2,499",55,65296.05455,685991.5091,2019
542 Orange St,Aliyah International Market,Essex,C,0,35045.53939,1,5,108,44511003,1,0,243000,"1 - 1,499",17,67268.47273,799220.5636,2019
1651 Main Ave,Alsalm Market LLC,Passaic,C+,0,79662.6647,18,4.9,77,44511003,1,0,208000,"1,500 - 2,499",29,51091.4,506323.1818,2019
200 Sherman St,Amboy Deli Grocery,Middlesex,B,0,122921.0121,14,3.9,98,44511003,1,0,229000,"1 - 1,499",12,61266.49091,835785.1818,2019
101 N Broadway,Amboy Food Liquor & News,Middlesex,B+,0,245842.0242,305,4.6,25,44511003,1,0,229000,"2,500 - 4,999",9,61266.49091,835785.1818,2019
3511 John F Kennedy Blvd,Angel Mini Food Mart,Hudson,C+,0,97177.64201,14,4.3,110,44512001,1,0,230500,"1,500 - 2,499",49,65296.05455,685991.5091,2019
917 Grand Ave,Anj Deli & Mini Market,Hudson,C+,0,97177.64201,8,3.6,99,44511003,1,0,230500,"1,500 - 2,499",55,65296.05455,685991.5091,2019
136 Oakland Ave,Anna's Market,Bergen,U,0,108316.9431,97,3.9,11,44511003,1,0,252500,"1 - 1,499",13,85629.45455,942512.0545,2019
561 Cedar Ln,Annapurna Indian Grocery,Bergen,C,0,54158.47157,194,3.6,33,44511003,1,0,253000,"1 - 1,499",23,85629.45455,942512.0545,2019
485 Georges Rd,Apna Bazar,Middlesex,B+,0,409736.707,179,3.3,12,44512001,1,0,229000,"10,000 - 19,999",8,61266.49091,835785.1818,2019
4 W Camden St,Asafo African Market,Bergen,C,0,54158.47157,34,3.9,79,44511003,1,0,253000,"1 - 1,499",23,85629.45455,942512.0545,2019
23 Veterans Plz,Asian American Food Mart,Bergen,C+,0,108316.9431,24,4.7,27,44512001,1,0,252500,"1,500 - 2,499",20,85629.45455,942512.0545,2019
701 State Rt 440,Asian Food Market,Hudson,C+,0,97177.64201,707,4.2,118,44511003,1,0,230500,"5,000 - 9,999",32,65296.05455,685991.5091,2019
10 Myrtle Ave,Aster Market Commercial,Passaic,C+,0,79662.6647,1,1,56,44511003,1,0,208000,"1,500 - 2,499",12,51091.4,506323.1818,2019
669 Jackson Rd,Atco Food Co,Camden,C,0,163795.7979,74,4.1,9,44511003,1,0,221500,"1 - 1,499",3,54218.50909,505016.4182,2019
722 Van Houten Ave,Athenia Food Mart,Passaic,B,0,119493.9971,3,3.7,12,44512001,1,0,207667,"1,500 - 2,499",27,51091.4,506323.1818,2019
172 Perryville Rd,Bagelsmith,Hunterdon,B+,0,770200.2732,294,4.4,5,44512001,0,0,224647,"5,000 - 9,999",2,89151.38182,123816.5273,2019
526 W Broad St,Benne's Tire & Auto Ctr,Gloucester,B,0,166034.6181,24,4.6,17,44719005,1,0,988000,"1 - 1,499",7,54928.12727,292277.1455,2019
8107 Bergenline Ave,Bergenline Supermarket Inc,Hudson,B+,0,291532.926,289,4.2,99,44511003,1,0,230500,"1,500 - 2,499",55,65296.05455,685991.5091,2019
392 US Highway 22,Bhavani Cash & Carry,Somerset,C,0,149533.5299,484,4.2,21,52232003,1,0,593000,"1,500 - 2,499",17,104293.2182,333893.1455,2019
1025 W Saint Georges Ave,Biedronka,Union,C+,0,73712.72353,118,4.5,94,44511003,1,0,240500,"2,500 - 4,999",28,68219,562057.7636,2019
1379 16th St,Bk Fort Lee,Bergen,B+,0,324950.8294,445,3.9,44,44511003,1,0,252500,"10,000 - 19,999",40,85629.45455,942512.0545,2019
192 E 16th St,Bombolom Liquors Inc,Passaic,B,0,79662.6647,39,4.2,52,44531004,1,0,338000,"1 - 1,499",19,51091.4,506323.1818,2019
9 S Tennessee Ave,Bongo African Grocery,Atlantic,C+,0,74427.48599,27,4.3,159,44511003,1,0,264500,"1 - 1,499",3,48563.56364,266207.8,2019
520 Bergen Blvd,Boulevard Food Store,Bergen,C+,0,108316.9431,7,4.7,28,44511003,1,0,252500,"1,500 - 2,499",40,85629.45455,942512.0545,2019
219 Browning Ln,Brooklawn Food Market,Camden,C+,0,81897.89896,45,4.4,15,44512001,1,0,221500,"1 - 1,499",27,54218.50909,505016.4182,2019
361 Market St,Brother's Supermarket,Middlesex,C+,0,81947.3414,9,4.1,98,44511003,1,0,229000,"1,500 - 2,499",12,61266.49091,835785.1818,2019
425 Orange St # 1,Brothers Grocery,Essex,C+,0,70091.07877,6,3.7,108,44511003,1,0,243000,"1,500 - 2,499",17,67268.47273,799220.5636,2019
1301 Browning St,Browning Street Store,Camden,C+,0,81897.89896,2,4,59,44511003,1,0,221500,"1 - 1,499",29,54218.50909,505016.4182,2019
491 S Livingston Ave,Bubushka's Deli,Essex,B,0,140182.1575,71,4.4,24,44511003,1,0,242750,"1 - 1,499",12,67268.47273,799220.5636,2019
86 Mill St,Busy Bee Foods,Sussex,B+,0,165510.0889,6,4.5,28,44512001,1,0,248400,"2,500 - 4,999",3,61649.29091,139335,2019
210 Main Ave,C P's,Passaic,B,0,159325.3294,7,3.4,11,44512001,1,0,207750,"1 - 1,499",27,51091.4,506323.1818,2019
1287 Martin Luther King Jr Blv,Caprince Variety Market,Mercer,C+,0,74981.04188,6,5,43,45231912,1,0,176000,"1 - 1,499",6,69383.27273,370297.8364,2019
486 Union Ave # A,Carmillo Mini Market,Passaic,C+,0,79662.6647,3,5,59,44512001,1,0,208000,"1,500 - 2,499",18,51091.4,506323.1818,2019
317 Cedarbridge Ave,Cedar Bridge Mini Mart,Ocean,C+,0,80573.46178,3,3.7,84,44512001,1,0,259000,"1 - 1,499",10,52010.14545,600689.8727,2019
301 Center Ave # 5,Center Convenience Food,Bergen,B,0,162475.4147,4,3,24,44512001,1,0,252667,"1,500 - 2,499",15,85629.45455,942512.0545,2019
324 Central Ave,Central Avenue Convienence,Hudson,C+,0,145766.463,9,2.4,110,44512001,1,0,230667,"1 - 1,499",49,65296.05455,685991.5091,2019
454 Royden St,Central Food Market-Camden,Camden,C+,0,81897.89896,10,4.3,45,44511003,1,0,221500,"1 - 1,499",31,54218.50909,505016.4182,2019
424 Avon Ave,Cheap Food Market,Essex,C+,0,70091.07877,26,4,95,44511003,1,0,243000,"1,500 - 2,499",20,67268.47273,799220.5636,2019
735 Harrison Ave,Chen's Harrison Supermarket,Hudson,C,0,97177.64201,169,4.3,30,44511003,1,0,230500,"1,500 - 2,499",16,65296.05455,685991.5091,2019
182 State Route 35,Choice Food Store,Middlesex,C+,0,81947.3414,9,4.7,31,44511003,1,0,229000,"1,500 - 2,499",11,61266.49091,835785.1818,2019
128 Chestnut St,Cholula Deli & Grocery,Union,C+,0,73712.72353,165,3.9,22,44512001,1,0,240500,"1,500 - 2,499",31,68219,562057.7636,2019
1074 Raritan Rd,Clark Lunch Box,Union,C+,0,73712.72353,29,4.5,18,44512001,1,0,240500,"1 - 1,499",23,68219,562057.7636,2019
744 Anderson Ave,Cliffside Park Marketplace Inc,Bergen,C,0,108316.9431,157,4.4,30,44511003,1,0,252500,"1,500 - 2,499",56,85629.45455,942512.0545,2019
515 Clifton Ave,Clifton Convenience,Passaic,C+,0,119493.9971,4,3,77,44512001,0,0,207667,"1 - 1,499",29,51091.4,506323.1818,2019
3800 New Jersey Ave,Commercial Mexicana LLC,Cape May,B,0,171046.7346,181,4.4,40,44511003,1,0,408200,"1,500 - 2,499",7,61476.94545,92193.6,2019
1911 Bergenline Ave # 13,Compare Foods,Hudson,B+,0,242944.105,124,4,210,44511003,1,0,230400,"1,500 - 2,499",55,65296.05455,685991.5091,2019
321 W Branch Ave,Country Farm,Camden,C+,0,81897.89896,9,3.8,54,44512001,1,0,221500,"1 - 1,499",16,54218.50909,505016.4182,2019
849 W Bay Ave # 17,Country Farms,Ocean,C+,0,80573.46178,15,4.7,19,44512001,1,0,259000,"1,500 - 2,499",6,52010.14545,600689.8727,2019
212 Broad St,Country Farms Food Store,Monmouth,C+,0,76248.34021,6,3.7,31,44512001,1,0,229000,"1 - 1,499",11,79548.29091,621279.6364,2019
424 Park Ave # 1,D D Grocery,Essex,B,0,105136.6182,5,4.6,72,44511003,1,0,242667,"1 - 1,499",18,67268.47273,799220.5636,2019
701 Monroe Ave,Daisy's Supermarket,Union,C,0,73712.72353,14,4.4,122,44511003,1,0,240500,"1,500 - 2,499",25,68219,562057.7636,2019
939 Teaneck Rd,Deco Daves Food Market Inc,Bergen,B,0,216633.8863,33,3.6,33,44511003,1,0,252500,"1,500 - 2,499",23,85629.45455,942512.0545,2019
420 Washington St,Delite Supermarket,Hudson,B+,0,194355.284,37,4.7,65,44531004,1,0,333250,"1 - 1,499",54,65296.05455,685991.5091,2019
502 E Gibbsboro Rd,Deterdings Family Market,Camden,C+,0,81897.89896,518,3.9,54,44511003,1,0,221500,"1,500 - 2,499",16,54218.50909,505016.4182,2019
2720 John F Kennedy Blvd,Divya Convenience Inc,Hudson,C+,0,97177.64201,1,5,200,44512001,1,0,230500,"1,500 - 2,499",39,65296.05455,685991.5091,2019
199 Washington St,Duran Food Store,Middlesex,C+,0,81947.3414,17,4.6,98,44511003,1,0,229000,"1,500 - 2,499",12,61266.49091,835785.1818,2019
1100 Broadway,Duran Grocery,Camden,B,0,163795.7979,128,4.2,45,44511003,1,0,221500,"1 - 1,499",31,54218.50909,505016.4182,2019
265 Cedar Ln # 1-2,Durso Associates,Bergen,B,0,216633.8863,1,5,33,44511003,0,0,252500,"2,500 - 4,999",23,85629.45455,942512.0545,2019
1015 N Wood Ave,E Z Check Food Store,Union,C+,0,73712.72353,6,3.3,94,44512001,1,0,240500,"1 - 1,499",28,68219,562057.7636,2019
2640 Sicklerville Rd,E-Z Food Stop Inc,Camden,C+,0,81897.89896,4,4.5,32,44512001,1,0,221500,"1 - 1,499",11,54218.50909,505016.4182,2019
67 Belleville Ave,East West Food Mart LLC,Essex,C+,0,105136.6182,209,3.9,78,44511003,1,0,242667,"1 - 1,499",25,67268.47273,799220.5636,2019
135 33rd St,Eco Food Store I,Hudson,C+,0,97177.64201,1922,4.2,210,44511003,1,0,230500,"1,500 - 2,499",55,65296.05455,685991.5091,2019
348 Clinton Ave,Eddy's Supermarket,Essex,B,0,140182.1575,77,4.2,95,44511003,1,0,242750,"1,500 - 2,499",20,67268.47273,799220.5636,2019
2798 Benson St,Eight Five Six Market LLC,Camden,B,0,163795.7979,40,4.1,69,44511003,1,0,221500,"1,500 - 2,499",29,54218.50909,505016.4182,2019
269 Monroe St,El Ideal Supermarket,Passaic,C+,0,79662.6647,15,4.7,250,44511003,1,0,208000,"1,500 - 2,499",29,51091.4,506323.1818,2019
247 2nd St,El Mercado,Ocean,C+,0,80573.46178,13,3.9,84,44511003,1,0,259000,"1,500 - 2,499",10,52010.14545,600689.8727,2019
111 Watchung Ave,El Padrino Grocery,Union,C+,0,73712.72353,9,4.1,92,44511003,1,0,240500,"1,500 - 2,499",17,68219,562057.7636,2019
151 Kansas St,El Pautenito's & Deli,Bergen,C,0,108316.9431,53,4.2,79,44511003,1,0,252500,"1,500 - 2,499",23,85629.45455,942512.0545,2019
34 W Prospect St,El Rodeo,Bergen,C+,0,108316.9431,13,4.7,11,44511003,1,0,252500,"1,500 - 2,499",16,85629.45455,942512.0545,2019
18 N Broad St,El Tiburon Supermarket,Mercer,C+,0,112471.5628,5,3.2,18,44511003,1,0,234667,"1,500 - 2,499",6,69383.27273,370297.8364,2019
1079 S Broad St,El Toro Supermarket,Mercer,C+,0,112471.5628,24,4.2,78,44511003,1,0,234667,"1,500 - 2,499",8,69383.27273,370297.8364,2019
1500 Park Blvd,Ernie's Market,Camden,C+,0,81897.89896,55,4.1,45,44511003,1,0,221500,"1,500 - 2,499",31,54218.50909,505016.4182,2019
724 Jefferson Ave,Europa Pombalense Supermarket,Union,B+,0,221138.1706,93,4.5,122,44511003,1,0,240167,"1,500 - 2,499",25,68219,562057.7636,2019
144 President St,Evelyn Grocery,Passaic,C+,0,39831.33235,1,5,250,44511003,1,0,208000,"1 - 1,499",29,51091.4,506323.1818,2019
945 River Ave,Evergreen Kosher Market,Ocean,C,0,80573.46178,691,4.6,84,44511003,1,0,259000,"2,500 - 4,999",10,52010.14545,600689.8727,2019
1850 Delsea Dr,Express Food Market,Gloucester,B,0,124525.9636,8,4.3,36,44512001,1,0,158667,"1 - 1,499",9,54928.12727,292277.1455,2019
206 W Broad St,Fair Deal Market,Gloucester,C+,0,41508.65453,39,3.7,7,44511003,1,0,159000,"1 - 1,499",5,54928.12727,292277.1455,2019
216 Horseneck Rd,Fairfield Food Market,Essex,B,0,140182.1575,5,3,23,44512001,1,0,242750,"1 - 1,499",7,67268.47273,799220.5636,2019
435 Hollywood Ave # 4,Fairfield Food Mart & Deli,Essex,C+,0,70091.07877,21,3.4,23,44512001,1,0,243000,"1,500 - 2,499",7,67268.47273,799220.5636,2019
2015 State Route 57,Family Food Market,Warren,C+,0,66852.76632,9,4.2,37,44512001,1,0,234500,"1 - 1,499",4,55860.87273,105169.1091,2019
771 Springfield Ave # A,Farafina International Market,Essex,C+,0,105136.6182,33,4.5,220,44511003,1,0,242667,"1 - 1,499",26,67268.47273,799220.5636,2019
233 State Route 18 # 21a,Farm Market,Middlesex,B,0,163894.6828,56,3.8,54,44511003,1,0,229000,"1,500 - 2,499",8,61266.49091,835785.1818,2019
222 Park Ave,Fatima's Grocery,Passaic,C+,0,79662.6647,8,3.8,180,44511003,1,0,208000,"1,500 - 2,499",20,51091.4,506323.1818,2019
430 Clifton Ave,Feldman's Grocery,Ocean,C+,0,80573.46178,13,4.9,84,44511003,1,0,259000,"1 - 1,499",10,52010.14545,600689.8727,2019
409 Straight St,Fernandez Food Market,Passaic,C+,0,79662.6647,5,4.8,180,44512001,1,0,208000,"1,500 - 2,499",20,51091.4,506323.1818,2019
1406a Stuyvesant Ave,Finarc Market,Union,C+,0,73712.72353,5,4.6,71,44511003,1,0,240500,"1,500 - 2,499",29,68219,562057.7636,2019
621 Hamilton St,Fine Faire,Somerset,B+,0,598134.1197,19,4.3,81,44511003,1,0,229167,"10,000 - 19,999",10,104293.2182,333893.1455,2019
901 N 8th St,FM Supermarket,Camden,C+,0,81897.89896,1,1,42,44511003,1,0,221500,"1,500 - 2,499",28,54218.50909,505016.4182,2019
1325 Springfield Ave,Food Choice Supermarket,Essex,C+,0,70091.07877,66,3.8,220,44511003,1,0,243000,"1 - 1,499",26,67268.47273,799220.5636,2019
23 Kearny Ave,Food Depot Select,Hudson,C,0,97177.64201,403,4.2,47,44511003,1,0,230500,"1,500 - 2,499",20,65296.05455,685991.5091,2019
1605 Lemoine Ave # 5a,Food For Life,Bergen,C+,0,108316.9431,70,4.3,44,44511003,1,0,252500,"2,500 - 4,999",40,85629.45455,942512.0545,2019
345 N White Horse Pike,Food Mart,Camden,C+,0,81897.89896,35,4.8,9,44512001,1,0,221500,"1,500 - 2,499",25,54218.50909,505016.4182,2019
201 W Clements Bridge Rd # A,Food Plus,Camden,C+,0,81897.89896,19,4.4,11,44511003,1,0,221500,"1 - 1,499",24,54218.50909,505016.4182,2019
1069 Ringwood Ave # 314,Food Stores Inc,Passaic,C+,0,79662.6647,31,4.5,9,44511003,1,0,208000,"2,500 - 4,999",7,51091.4,506323.1818,2019
1714 S 10th St,Fortuna's Food Market,Camden,B,0,122846.8484,8,3.6,59,44511003,1,0,221667,"1,500 - 2,499",29,54218.50909,505016.4182,2019
1734 S Broadway,Frank's Deli,Camden,C+,0,81897.89896,89,4.5,59,44511003,1,0,221500,"1 - 1,499",29,54218.50909,505016.4182,2019
1014 Washington St # A,Fresh Picked,Hudson,C+,0,97177.64201,6,5,65,44511003,0,0,230500,"1,500 - 2,499",54,65296.05455,685991.5091,2019
200 E Federal St,Fresh To Go,Burlington,C,0,95492.08903,3,4.7,54,44511003,0,0,236500,"1 - 1,499",5,62081.52727,445855.6545,2019
367 Getty Ave,Getty Deli & Grocery,Passaic,C+,0,159325.3294,28,4.1,65,72251117,1,0,54750,"1 - 1,499",24,51091.4,506323.1818,2019
200 Broadway,Golden Mango,Passaic,B,0,119493.9971,394,3.8,37,23821007,1,0,154333,"1 - 1,499",18,51091.4,506323.1818,2019
341 State Rt 23,Grab-N-Go,Morris,C+,0,104194.4848,3,4.7,10,44512001,1,0,264500,"1,500 - 2,499",6,99047.49091,495913.1091,2019
258 Broadway,Grande Market,Monmouth,C+,0,76248.34021,19,4.5,42,44511003,1,0,229000,"1 - 1,499",7,79548.29091,621279.6364,2019
1600 Mount Ephraim Ave,Haddon Food Ctr,Camden,C+,0,81897.89896,23,4.4,59,44511003,1,0,221500,"1 - 1,499",29,54218.50909,505016.4182,2019
209 Hanover St # 1,Hanover Mart,Burlington,B,0,143238.1335,25,4.8,6,44511003,1,0,236333,"1,500 - 2,499",1,62081.52727,445855.6545,2019
590 Newark Ave # 1,Harry's Convenience Store,Hudson,C,0,97177.64201,1,5,200,44512001,1,0,230500,"2,500 - 4,999",39,65296.05455,685991.5091,2019
349 Hillsdale Ave,Helping Hand Food Pantry,Bergen,C+,0,108316.9431,1,5,13,44511003,1,0,252500,"2,500 - 4,999",14,85629.45455,942512.0545,2019
318 Bloomfield Ave,Henry's Fine Foods,Essex,B,0,140182.1575,8,5,10,44511003,1,0,242750,"1 - 1,499",16,67268.47273,799220.5636,2019
315 Mercer St,Hightstown Convenience,Mercer,C+,0,112471.5628,5,4.2,30,44512001,1,0,234667,"1 - 1,499",4,69383.27273,370297.8364,2019
831 Monmouth Rd,Home Town Food Store,Ocean,C+,0,120860.1927,5,3.2,7,44511003,1,0,258667,"1 - 1,499",0,52010.14545,600689.8727,2019
389 Dover Chester Rd,Honey Land Farm,Morris,B,0,208388.9695,3,5,1,44512001,1,0,264250,"1,500 - 2,499",6,99047.49091,495913.1091,2019
475 Indian Ave,Indian Fields Market,Cumberland,B+,0,191187.0861,26,4,71,44511003,1,0,238800,"2,500 - 4,999",2,40115.8,151919.2,2019
255 Hope Ave,International Minimarket,Passaic,C+,0,79662.6647,1,3,250,44511003,0,0,208000,"1 - 1,499",29,51091.4,506323.1818,2019
2940 Westfield Ave,J F Deli Market,Camden,C+,0,81897.89896,13,4.2,69,44511003,1,0,221500,"1,500 - 2,499",29,54218.50909,505016.4182,2019
152 Market St,J K Los Poblanos LLC,Passaic,C+,0,79662.6647,6,3.3,250,44511003,1,0,208000,"1 - 1,499",29,51091.4,506323.1818,2019
358 Herbertsville Rd,Jay's Food Mart,Ocean,C+,0,80573.46178,8,4.6,30,44512001,1,0,259000,"1,500 - 2,499",9,52010.14545,600689.8727,2019
595 Palmer Ave,Jersey Pride Food Store,Monmouth,C,0,38124.1701,12,3.8,16,44512001,0,0,229000,"1 - 1,499",9,79548.29091,621279.6364,2019
855 Monroe Ave # A,Jj Mini Market,Union,C+,0.5,73712.72353,45,4.3,122,44512001,1,0.498960499,240500,"1 - 1,499",25,68219,562057.7636,2019
1151 E State St,Jo Jo's Market,Mercer,C+,0,74981.04188,106,3.9,39,44511003,1,0,234500,"1 - 1,499",8,69383.27273,370297.8364,2019
5 Cassville Rd,Johnson's Grocery,Ocean,C+,0,120860.1927,1,1,51,44511003,0,0,258667,"1 - 1,499",6,52010.14545,600689.8727,2019
5 Prospect St,Joseph Mini Market,Union,C+,0,73712.72353,1,4,122,44511003,1,0,240500,"1,500 - 2,499",25,68219,562057.7636,2019
69 W Palisade Ave,Jr Mini Market,Bergen,C+,1,108316.9431,198,5,39,44512001,1,0.996047431,252500,"1 - 1,499",22,85629.45455,942512.0545,2019
69 Veronica Ave,Juta Foods LLC,Somerset,C+,0,149533.5299,1,5,81,44529202,1,0,96667,"2,500 - 4,999",10,104293.2182,333893.1455,2019
1357 Stelton Rd,K S Food,Middlesex,C,0,81947.3414,1094,3.9,41,44511003,1,0,229000,"1,500 - 2,499",17,61266.49091,835785.1818,2019
510 Park Ave,Kingdom Supermarket,Passaic,C+,0,79662.6647,20,4.4,21,44511003,0,0,208000,"1,500 - 2,499",23,51091.4,506323.1818,2019
747 Lyons Ave,Kings Farm,Essex,C+,0,70091.07877,17,3.9,220,44511003,1,0,243000,"1 - 1,499",26,67268.47273,799220.5636,2019
778 Morris Tpke,Kings Super Mar,Essex,C+,0,70091.07877,232,4.3,8,44511003,1,0,243000,"1 - 1,499",16,67268.47273,799220.5636,2019
